index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,New,PendingS,totla price,unit sold
279,171-1987024-2709164,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,660,SANTHAMAGULURU MANDAL,ANDHRA PRADESH,523302,IN,FALSE,,,,82500,38
280,406-1522425-5387565,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,459,HYDERABAD,TELANGANA,500058,IN,FALSE,,,,55000,34
281,171-3270734-5045130,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,631,NEW DELHI,DELHI,110045,IN,FALSE,,,,81250,30
282,408-4101226-7217932,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,459,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE,Easy Ship,,,175000,74
283,171-5719664-5449151,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XS,Unshipped,1,INR,597,BENGALURU,KARNATAKA,560042,IN,FALSE,,,,325000,124
284,403-9400764-4029123,04-30-22,Shipped,Amazon,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,852,BENGALURU,KARNATAKA,560102,IN,FALSE,,,,150000,68
285,406-8413944-2634744,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,353,Hyderabad,TELANGANA,500032,IN,FALSE,,,,96250,66
286,406-8271099-5133911,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,345,BENGALURU,KARNATAKA,562125,IN,FALSE,,,,82500,60
287,406-8271099-5133911,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,329,BENGALURU,KARNATAKA,562125,IN,FALSE,,,,97500,48
288,405-3441326-1516368,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,518,KOLKATA 700034,WEST BENGAL,700034,IN,FALSE,,,,210000,75
289,408-8009772-6580317,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,387,kolkata,WEST BENGAL,700045,IN,FALSE,,,,325000,143
290,402-4774686-7773937,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,339,HYDERABAD,TELANGANA,500001,IN,FALSE,Easy Ship,,,180000,85
291,402-2860689-5652319,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,744,SEONI,MADHYA PRADESH,480661,IN,FALSE,,,,123750,79
292,406-6386989-1689108,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,888,BARUIPUR,WEST BENGAL,700145,IN,FALSE,Easy Ship,,,96250,53
293,408-9720884-9553122,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,487,KENDRAPARA,ODISHA,754211,IN,FALSE,,,,130000,56
294,408-6428766-2839536,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,487,KENDRAPARA,ODISHA,754211,IN,FALSE,Easy Ship,,,262500,83
295,408-8641795-6914711,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,563,GURUGRAM,HARYANA,122001,IN,FALSE,,,,341250,36
296,402-9475978-1434754,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,859,VIJAYAWADA,ANDHRA PRADESH,521225,IN,FALSE,,,,180000,61
297,407-5776821-9327552,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1133,MUMBAI,MAHARASHTRA,400072,IN,FALSE,,,,123750,119
298,171-6845071-0336346,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,788,NASHIK,MAHARASHTRA,422003,IN,FALSE,,,,110000,35
299,404-7491342-1035558,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1463,THANE,MAHARASHTRA,401107,IN,FALSE,,,,113750,46
300,171-6783343-9758701,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,HOSHIARPUR,PUNJAB,146001,IN,FALSE,,,,245000,13
301,402-0043314-1059527,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,M,Unshipped,1,INR,744,SEONI,MADHYA PRADESH,480661,IN,FALSE,,,,308750,36
302,406-6586654-6641140,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,487,BENGALURU,KARNATAKA,560010,IN,FALSE,Easy Ship,,,137500,68
303,405-6120626-0941135,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,657,Bengaluru,KARNATAKA,560017,IN,FALSE,,,,90000,120
304,408-9255314-3102740,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1133,BARSHI,MAHARASHTRA,413401,IN,FALSE,,,,78750,38
305,408-3436456-9893130,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400080,IN,FALSE,,,,68750,51
306,408-3870331-6287517,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,Dehradun,UTTARAKHAND,248001,IN,FALSE,,,,135000,8
307,408-3870331-6287517,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,Dehradun,UTTARAKHAND,248001,IN,FALSE,,,,240000,20
308,407-2882576-2777135,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1233,HYDERABAD,TELANGANA,500089,IN,FALSE,Easy Ship,,,112500,44
309,403-2256919-4846738,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,825,BENGALURU,KARNATAKA,560068,IN,FALSE,Easy Ship,,,62500,122
310,403-2920089-2403567,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,487,CHENNAI,TAMIL NADU,600036,IN,FALSE,,,,50000,45
311,406-7792526-4685142,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,563,HYDERABAD,TELANGANA,500028,IN,FALSE,,,,60000,38
312,406-7680255-6117120,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,399,HYDERABAD,TELANGANA,500028,IN,FALSE,,,,146250,20
313,402-4646784-8411501,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,471,CHANDI MANDIR,HARYANA,134107,IN,FALSE,Easy Ship,,,262500,22
314,405-2788163-4515521,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,342,ujjain,MADHYA PRADESH,456010,IN,FALSE,Easy Ship,,,120000,54
315,405-1757140-2025918,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,432,ujjain,MADHYA PRADESH,456010,IN,FALSE,,,,117000,136
316,403-9105351-8453114,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,Haldwani,UTTARAKHAND,263139,IN,FALSE,,,,105000,53
317,402-0503400-6235514,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,736,CHENNAI,TAMIL NADU,600125,IN,FALSE,,,,105000,42
318,408-3201739-2676310,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1260,MUMBAI,MAHARASHTRA,400049,IN,FALSE,,,,187500,29
319,171-8027093-8553945,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,Uttarkashi,UTTARAKHAND,249193,IN,FALSE,,,,332500,125
320,403-3331597-7637100,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,1133,BHUBANESWAR,ODISHA,751006,IN,FALSE,,,,165000,225
321,403-4424319-6635501,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,759,Old Goa,Goa,403107,IN,FALSE,,,,135000,475
322,403-0906375-2269150,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Unshipped,1,INR,475,MAHESHWAR,MADHYA PRADESH,451224,IN,FALSE,,,,105000,125
323,406-7261451-5682727,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XS,Shipped,1,INR,744,BENGALURU,KARNATAKA,560037,IN,FALSE,,,,122500,175
324,407-5096970-7475550,04-30-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,1902.86,HARDOI,UTTAR PRADESH,241001,IN,FALSE,Easy Ship,,,206250,50
325,402-6566640-5417947,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,771,HYDERABAD,TELANGANA,500073,IN,FALSE,,,,1722,125
326,402-5302912-6805151,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,725,HYDERABAD,TELANGANA,500073,IN,FALSE,Easy Ship,,,2240,225
327,407-9707366-3029944,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,INR,473.33,NEW DELHI,DELHI,110074,IN,FALSE,Easy Ship,,,5312,445
328,402-1365379-0131533,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,M,Cancelled,0,,,KAMAREDDY,TELANGANA,503111,IN,FALSE,,,,1408,150
329,408-5540360-9479519,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,SHILLONG,MEGHALAYA,793008,IN,FALSE,Easy Ship,,,1350,175
330,403-2079921-1244300,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Unshipped,1,INR,475,DHAMNOD DHAR DISTRICT,MADHYA PRADESH,454552,IN,FALSE,,,,476,25
331,402-8019936-6115500,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Unshipped,1,INR,654,MYSURU,KARNATAKA,570016,IN,FALSE,,,,1560,75
332,406-6711228-7576354,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XXL,Unshipped,1,INR,791,BENGALURU,KARNATAKA,560037,IN,FALSE,,,,2220,175
333,171-1425554-3718756,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,744,BENGALURU,KARNATAKA,560070,IN,FALSE,,,,6084,450
334,407-9906412-0889129,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,376,CHAKDAHA,WEST BENGAL,741222,IN,FALSE,,,,1749,150
335,408-8991303-6559523,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600082,IN,FALSE,,,,1682,150
336,408-6046797-8945127,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,599,KOLKATA,WEST BENGAL,700044,IN,FALSE,,,,256,75
337,171-2134173-5385136,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,782,CHIKKAMAGALURU,KARNATAKA,577101,IN,FALSE,,,,984,75
338,171-2134173-5385136,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,362,CHIKKAMAGALURU,KARNATAKA,577101,IN,FALSE,,,,2318,200
339,402-2155477-9353103,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1173,BHUBANESWAR,ODISHA,751003,IN,FALSE,,,,4900,470
340,407-8580022-5578715,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,744,GURUGRAM,HARYANA,122018,IN,FALSE,Easy Ship,,,1887,175
341,402-1572540-8678700,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,725,KOLKATA,WEST BENGAL,700050,IN,FALSE,,,,1377,150
342,171-1887627-9813158,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,376,VISAKHAPATNAM,ANDHRA PRADESH,530016,IN,FALSE,,,,864,100
343,408-7712483-3825907,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,459,ALLAHABAD,UTTAR PRADESH,211004,IN,FALSE,Easy Ship,,,1170,125
344,402-3621298-2630741,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Unshipped,1,INR,654,MYSURU,KARNATAKA,570016,IN,FALSE,,,,2496,250
345,404-8745561-3169903,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,379,LUCKNOW,UTTAR PRADESH,226022,IN,FALSE,,,,6600,500
346,404-1508602-9433941,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,696,KOLKATA,WEST BENGAL,700089,IN,FALSE,,,,2160,250
347,171-9371949-6030721,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,MALDA,WEST BENGAL,732101,IN,FALSE,,,,2014,175
348,171-2705563-6985105,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,692,DIMAPUR,NAGALAND,797112,IN,FALSE,,,,1428,150
349,171-3537751-4007556,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1999,Nellore,ANDHRA PRADESH,524314,IN,FALSE,,,,1989,150
350,408-5990312-3581165,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,824,PUDUCHERRY,PUDUCHERRY,605008,IN,FALSE,,,,3978,300
351,403-6062596-1220349,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,399,CUNCOLIM,GOA,403703,IN,FALSE,,,,8330,500
352,171-8220241-5105927,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,737,CHIKKAMAGALURU,KARNATAKA,577101,IN,FALSE,,,,3485,300
353,408-9405529-3743511,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,Hyderabad,TELANGANA,500068,IN,FALSE,,,,2268,225
354,402-3595365-1666728,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Unshipped,1,INR,899,NOIDA,UTTAR PRADESH,201301,IN,FALSE,,,,2279,175
355,407-3271219-3762757,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,368,PUNE,MAHARASHTRA,411028,IN,FALSE,,,,2064,200
356,402-3660716-8589107,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,471,trivandrum,KERALA,695003,IN,FALSE,Easy Ship,,,5460,375
357,171-3953233-6135505,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,KANPUR,UTTAR PRADESH,208027,IN,FALSE,,,,8575,525
358,402-5525660-2118707,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,376,CHINNALAPATTI,TAMIL NADU,624301,IN,FALSE,,,,4455,300
359,406-9941718-1734719,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,544,BENGALURU,KARNATAKA,560072,IN,FALSE,Easy Ship,,,3096,225
360,171-1297873-2176339,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,499,HYDERABAD,TELANGANA,500073,IN,FALSE,,,,2184,200
361,407-6401192-4057954,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,426,BENGALURU,KARNATAKA,560100,IN,FALSE,,,,3200,175
362,406-3397500-8084361,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,BENGALURU,KARNATAKA,560072,IN,FALSE,,,,5800,350
363,171-9620288-8918704,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Cancelled,0,,,BAGESHWAR,UTTARAKHAND,263642,IN,FALSE,,,,9129,475
364,402-8089760-1132331,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,995,NEW DELHI,DELHI,110059,IN,FALSE,,,,4488,275
365,403-7042175-3905937,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,499,BARRACKPORE,WEST BENGAL,700122,IN,FALSE,,,,3002,200
366,403-7042175-3905937,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,499,BARRACKPORE,WEST BENGAL,700122,IN,FALSE,,,,2666,175
367,407-4629176-4141949,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,Dombivali  east,MAHARASHTRA,421201,IN,FALSE,,,,2484,125
368,171-7306449-0588335,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,562,NEW DELHI,DELHI,110017,IN,FALSE,,,,6027,225
369,407-1396965-6726703,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,5XL,Shipped,1,INR,696,PATNA,BIHAR,801105,IN,FALSE,,,,7452,400
370,407-0624641-6557144,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788,Hyderabad,TELANGANA,500070,IN,FALSE,,,,3640,225
371,405-8444009-8723509,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399,New delhi,DELHI,110085,IN,FALSE,,,,1920,125
372,406-5729580-2175565,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1099,NEW TOWN,WEST BENGAL,700135,IN,FALSE,,,,1696,100
373,404-2255967-5457950,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,476,HYDERABAD,TELANGANA,502319,IN,FALSE,,,,1476,100
374,408-5020509-5674715,04-30-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,0,NEW DELHI,DELHI,110096,IN,FALSE,Easy Ship,,,3792,225
375,407-7642883-3094732,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,885,SIBSAGAR,ASSAM,785667,IN,FALSE,Easy Ship,,,5828,375
376,404-7608918-0571517,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,654,JAMMU,JAMMU & KASHMIR,180015,IN,FALSE,,,,2380,200
377,171-6589781-2209965,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,625,Pune,MAHARASHTRA,411019,IN,FALSE,,,,1444,195
378,405-9442254-2207515,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,6XL,Shipped,1,INR,505,Pathanapuram,KERALA,689695,IN,FALSE,Easy Ship,,,1360,175
379,405-3071731-6600369,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,6XL,Shipped,1,INR,563,Pathanapuram,KERALA,689695,IN,FALSE,,,,1290,150
380,404-6026001-1717923,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,M,On the Way,0,INR,344.76,JAUNPUR,UTTAR PRADESH,222001,IN,FALSE,Easy Ship,,,3108,250
381,404-4026534-0431517,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,3XL,Cancelled,0,,,SOLAPUR,MAHARASHTRA,413001,IN,FALSE,,,,5952,475
382,406-4970885-3273941,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,666,PUNE,MAHARASHTRA,411047,IN,FALSE,Easy Ship,,,2924,275
383,406-2942566-8263534,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,MAHBUBNAGAR,TELANGANA,509001,IN,FALSE,Easy Ship,,,3102,225
384,406-7501816-7391539,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,432,Nk sweets Vikasnagar,UTTARAKHAND,248198,IN,FALSE,Easy Ship,,,2580,175
385,408-3137526-3167563,04-30-22,Shipped,Amazon,Amazon.in,Standard,Shirt,L,Shipped,1,INR,0,DARJEELING,WEST BENGAL,734101,IN,FALSE,,,,2448,175
386,408-5211576-2061139,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1099,RANCHI,JHARKHAND,834001,IN,FALSE,,,,68750,275
387,406-9632792-8869139,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,353,BENGALURU,KARNATAKA,560019,IN,FALSE,,,,101250,41
388,408-7971979-8745937,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,0,LUDHIANA,PUNJAB,141001,IN,FALSE,Easy Ship,,,213750,70
389,405-5166820-2566738,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,563,BENGALURU,KARNATAKA,560076,IN,FALSE,,,,56250,166
390,405-8932002-4271522,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,788,HYDERABAD,TELANGANA,500043,IN,FALSE,,,,61250,44
391,404-1855398-2642751,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,654,MUZAFFARPUR,BIHAR,842002,IN,FALSE,,,,20000,54
392,408-0912805-7526753,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,0,MUMBAI,MAHARASHTRA,400101,IN,FALSE,,,,68750,17
393,402-2403704-9667560,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,SECUNDERABAD,TELANGANA,500011,IN,FALSE,,,,101250,40
394,405-2569549-3466719,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,696,Sonbhadra,UTTAR PRADESH,231216,IN,FALSE,,,,222500,74
395,405-2822825-3877133,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1112,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE,,,,75000,156
396,171-5222377-4501935,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,517,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,,,70000,53
397,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,888,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,,,11250,58
398,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1463,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,,,45000,8
399,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,,,87500,24
400,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,442,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,,,225000,61
401,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1149,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,,,75000,140
402,171-2644368-7969167,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Perfume,Free,Shipped,1,INR,845,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE,,,,60000,51
403,171-1758807-7455529,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,HALDIA,WEST BENGAL,721635,IN,FALSE,,,,33750,51
404,404-5848202-7366725,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XXL,On the Way,0,INR,734.29,HYDERABAD,TELANGANA,500056,IN,FALSE,Easy Ship,,,45000,24
405,408-8224264-0017161,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,NEW DELHI,DELHI,110016,IN,FALSE,,,,100000,26
406,408-6529937-6381928,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,654,Tivim,GOA,403502,IN,FALSE,,,,282000,64
407,407-2028379-9672355,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,518,CHENNAI,TAMIL NADU,600024,IN,FALSE,,,,105000,150
408,402-9221687-4573915,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,626,HYDERABAD,TELANGANA,500053,IN,FALSE,,,,82500,54
409,405-2668017-2013957,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,6XL,Shipped,1,INR,534,Agra,UTTAR PRADESH,282001,IN,FALSE,,,,55000,53
410,408-3337319-8990747,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,475,MANDVI KACHCHH DISTRICT,Gujarat,370465,IN,FALSE,,,,81250,34
411,407-1256885-2004349,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,549,SAMBALPUR,ODISHA,768004,IN,FALSE,,,,175000,39
412,404-3723311-1030756,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,518,KANNIYAKUMARI,TAMIL NADU,629701,IN,FALSE,,,,325000,78
413,171-5542306-9306709,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XL,Cancelled,0,,,"Chinchwad ,Pune",MAHARASHTRA,411019,IN,FALSE,,,,150000,170
414,406-3702147-1800341,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,725,HYDERABAD,TELANGANA,500094,IN,FALSE,Easy Ship,,,96250,85
415,404-5867260-9073129,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,437.14,CHENNAI,TAMIL NADU,600091,IN,FALSE,Easy Ship,,,82500,54
416,404-0532727-2082745,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1499,Hyderabad,TELANGANA,500008,IN,FALSE,,,,97500,53
417,403-8966287-7773106,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,363,BENGALURU,KARNATAKA,560036,IN,FALSE,,,,210000,48
418,408-1512444-4965152,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,399,PURNIA,BIHAR,854301,IN,FALSE,,,,325000,105
419,171-9451879-3651542,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,5XL,Shipped,1,INR,487,kolkata,WEST BENGAL,700059,IN,FALSE,,,,180000,175
